connections,halfopen,Errors,time
880,120,O,535
880,120,O,536
880,120,O,537
880,120,O,538
880,120,O,539
880,120,O,540
880,120,O,541
880,120,O,542
880,120,O,543
880,120,O,544
880,120,O,545
880,120,O,546
880,120,O,547
880,120,O,548
880,120,O,549
880,120,O,550
880,120,O,551
880,120,O,552
880,120,O,553
880,120,O,554
880,120,O,555
880,120,O,556
880,120,O,557
880,120,O,558
880,120,O,559
880,120,O,560
880,120,O,561
880,120,O,562
880,120,O,563
880,120,O,564
880,120,O,565
880,120,O,566
880,120,O,567
880,120,O,568
880,120,O,569
880,120,O,570
880,120,O,571
880,120,O,572
880,120,O,573
880,120,O,574
880,120,O,575
880,120,O,576
880,120,O,577
880,120,O,578
880,120,O,579
880,120,O,580
880,120,O,581
880,120,O,582
880,120,O,583
880,120,O,584
880,120,O,585
880,120,O,586
880,120,O,587
880,120,O,588
880,120,O,589
880,120,O,590
880,120,O,591
880,120,O,592
880,120,O,593
880,120,O,594
880,120,O,595
880,120,O,596
880,120,O,597
880,120,O,598
880,120,O,599
880,120,O,600
880,120,O,601
880,120,O,602
880,120,O,603
880,120,O,604
880,120,O,605
880,120,O,606
880,120,O,607
880,120,O,608
880,120,O,609
880,120,O,610
880,120,O,611
880,120,O,612
880,120,O,613
880,120,O,614
880,120,O,615
880,120,O,616
880,120,O,617
880,120,O,618
880,120,O,619
880,120,O,620
880,120,O,621
880,120,O,622
880,120,O,623
880,120,O,624
880,120,O,625
880,120,O,626
880,120,O,627
880,120,O,628
880,120,O,629
880,120,O,630
880,120,O,631
880,120,O,632
880,120,O,633
880,120,O,634
880,120,O,635
880,120,O,636
880,120,O,637
880,120,O,638
880,120,O,639
880,120,O,640
880,120,O,641
880,120,O,642
880,120,O,643
880,120,O,644
880,120,O,645
880,120,O,646
880,120,O,647
880,120,O,648
880,120,O,649
880,120,O,650
880,120,O,651
880,120,O,652
880,120,O,653
880,120,O,654
880,120,O,655
880,120,O,656
880,120,O,657
880,120,O,658
880,120,O,659
880,120,O,660
880,120,O,661
880,120,O,662
880,120,O,663
880,120,O,664
880,120,O,665
880,120,O,666
880,120,O,667
880,120,O,668
880,120,O,669
880,120,O,670
880,120,O,671
880,120,O,672
880,120,O,673
880,120,O,674
880,120,O,675
880,120,O,676
880,120,O,677
880,120,O,678
880,120,O,679
880,120,O,680
880,120,O,681
880,120,O,682
880,120,O,683
880,120,O,684
880,120,O,685
880,120,O,686
880,120,O,687
880,120,O,688
880,120,O,689
880,120,O,690
880,120,O,691
880,120,O,692
880,120,O,693
880,120,O,694
880,120,O,695
880,120,O,696
880,120,O,697
880,120,O,698
880,120,O,699
880,120,O,700
880,120,O,701
880,120,O,702
880,120,O,703
880,120,O,704
880,120,O,705
880,120,O,706
880,120,O,707
880,120,O,708
880,120,O,709
880,120,O,710
880,120,O,711
880,120,O,712
880,120,O,713
880,120,O,714
880,120,O,715
880,120,O,716
880,120,O,717
880,120,O,718
880,120,O,719
880,120,O,720
880,120,O,721
880,120,O,722
880,120,O,723
880,120,O,724
880,120,O,725
880,120,O,726
880,120,O,727
880,120,O,728
880,120,O,729
880,120,O,730
880,120,O,731
880,120,O,732
880,120,O,733
880,120,O,734
880,120,O,735
880,120,O,736
880,120,O,737
880,120,O,738
880,120,O,739
878,120,O,740
878,120,O,741
878,120,O,742
878,120,O,743
878,120,O,744
878,120,O,745
878,120,O,746
878,120,O,747
878,120,O,748
878,120,O,749
878,120,O,750
878,120,O,751
878,120,O,752
878,120,O,753
878,120,O,754
878,120,O,755
878,120,O,756
878,120,O,757
878,120,O,758
878,120,O,759
878,120,O,760
878,120,O,761
878,120,O,762
878,120,O,763
878,120,O,764
878,120,O,765
878,120,O,766
878,120,O,767
878,120,O,768
878,120,O,769
878,120,O,770
878,120,O,771
878,120,O,772
878,120,O,773
878,120,O,774
878,120,O,775
878,120,O,776
878,120,O,777
878,120,O,778
878,120,O,779
878,120,O,780
878,120,O,781
878,120,O,782
878,120,O,783
878,120,O,784
878,120,O,785
878,120,O,786
878,120,O,787
878,120,O,788
878,120,O,789
878,120,O,790
878,120,O,791
878,120,O,792
878,120,O,793
878,120,O,794
878,120,O,795
878,120,O,796
878,120,O,797
878,120,O,798
878,120,O,799
878,120,O,800
878,120,O,801
878,120,O,802
878,120,O,803
878,120,O,804
878,120,O,805
878,120,O,806
878,120,O,807
878,120,O,808
878,120,O,809
878,120,O,810
878,120,O,811
878,120,O,812
878,120,O,813
878,120,O,814
878,120,O,815
878,120,O,816
878,120,O,817
878,120,O,818
878,120,O,819
878,120,O,820
878,120,O,821
878,120,O,822
878,120,O,823
878,120,O,824
878,120,O,825
878,120,O,826
878,120,O,827
878,120,O,828
878,120,O,829
878,120,O,830
878,120,O,831
878,120,O,832
878,120,O,833
878,120,O,834
878,120,O,835
878,120,O,836
878,120,O,837
878,120,O,838
878,120,O,839
878,120,O,840
878,125,O,841
878,125,O,842
878,125,O,843
878,125,O,844
878,125,O,845
878,125,O,846
878,125,O,847
878,125,O,848
878,125,O,849
878,125,O,850
878,125,O,851
878,125,O,852
878,125,O,853
878,125,O,854
878,125,O,855
878,125,O,856
878,125,O,857
878,125,O,858
878,125,O,859
878,125,O,860
878,125,O,861
878,125,O,862
878,125,O,863
878,125,O,864
878,125,O,865
878,125,O,866
878,125,O,867
878,125,O,868
878,125,O,869
878,125,O,870
878,125,O,871
878,125,O,872
878,125,O,873
878,125,O,874
878,125,O,875
878,125,O,876
878,125,O,877
878,125,O,878
878,125,O,879
878,125,O,880
878,125,O,881
878,125,O,882
878,125,O,883
878,125,O,884
878,125,O,885
878,125,O,886
878,125,O,887
878,125,O,888
878,125,O,889
878,125,O,890
878,125,O,891
878,125,O,892
878,125,O,893
878,125,O,894
878,125,O,895
878,125,O,896
878,125,O,897
878,125,O,898
878,125,O,899
878,125,O,900
878,125,O,901
878,125,O,902
878,125,O,903
878,125,O,904
878,125,O,905
878,125,O,906
878,125,O,907
878,125,O,908
878,125,O,909
878,125,O,910
878,125,O,911
878,125,O,912
878,125,O,913
878,125,O,914
878,125,O,915
878,125,O,916
878,125,O,917
878,125,O,918
878,125,O,919
878,125,O,920
878,125,O,921
878,125,O,922
878,125,O,923
878,125,O,924
878,125,O,925
878,125,O,926
878,125,O,927
878,125,O,928
878,125,O,929
878,125,O,930
878,125,O,931
878,125,O,932
878,125,O,933
878,125,O,934
878,125,O,935
878,125,O,936
878,125,O,937
878,125,O,938
878,125,O,939
878,125,O,940
878,125,O,941
878,125,O,942
878,125,O,943
878,125,O,944
878,125,O,945
878,125,O,946
878,125,O,947
878,125,O,948
878,125,O,949
878,125,O,950
878,125,O,951
878,125,O,952
878,125,O,953
878,125,O,954
878,125,O,955
878,125,O,956
878,125,O,957
878,125,O,958
878,125,O,959
878,125,O,960
878,125,O,961
878,125,O,962
878,125,O,963
878,125,O,964
878,125,O,965
878,125,O,966
878,125,O,967
878,125,O,968
878,125,O,969
878,125,O,970
878,125,O,971
878,125,O,972
878,125,O,973
878,125,O,974
878,125,O,975
878,125,O,976
878,125,O,977
878,125,O,978
878,125,O,979
878,125,O,980
878,125,O,981
878,125,O,982
878,125,O,983
878,125,O,984
878,125,O,985
878,125,O,986
878,125,O,987
878,125,O,988
878,125,O,989
878,125,O,990
878,125,O,991
878,125,O,992
878,125,O,993
878,125,O,994
878,125,O,995
878,125,O,996
878,125,O,997
878,125,O,998
878,125,O,999
878,125,O,1000
878,125,O,1001
878,125,O,1002
878,125,O,1003
878,125,O,1004
878,125,O,1005
878,125,O,1006
878,125,O,1007
878,125,O,1008
878,125,O,1009
878,125,O,1010
878,125,O,1011
878,125,O,1012
878,125,O,1013
878,125,O,1014
878,125,O,1015
878,125,O,1016
878,125,O,1017
878,125,O,1018
878,125,O,1019
878,125,O,1020
878,125,O,1021
878,125,O,1022
878,125,O,1023
878,125,O,1024
878,125,O,1025
878,125,O,1026
878,125,O,1027
878,125,O,1028
878,125,O,1029
878,125,O,1030
878,125,O,1031
878,125,O,1032
878,125,O,1033
878,125,O,1034
878,125,O,1035
878,125,O,1036
878,125,O,1037
878,125,O,1038
878,125,O,1039
878,125,O,1040
878,125,O,1041
878,125,O,1042
878,125,O,1043
878,125,O,1044
878,125,O,1045
878,125,O,1046
878,125,O,1047
878,125,O,1048
878,125,O,1049
878,125,O,1050
878,125,O,1051
878,125,O,1052
878,125,O,1053
878,125,O,1054
878,125,O,1055
878,125,O,1056
878,125,O,1057
878,125,O,1058
878,125,O,1059
878,125,O,1060
878,125,O,1061
878,125,O,1062
878,125,O,1063
878,125,O,1064
878,125,O,1065
878,125,O,1066
878,125,O,1067
878,125,O,1068
878,125,O,1069
878,125,O,1070
878,125,O,1071
878,125,O,1072
878,125,O,1073
878,125,O,1074
878,125,O,1075
878,125,O,1076
878,125,O,1077
878,125,O,1078
878,125,O,1079
878,125,O,1080
878,125,O,1081
878,125,O,1082
878,125,O,1083
878,125,O,1084
878,125,O,1085
878,125,O,1086
878,125,O,1087
878,125,O,1088
878,125,O,1089
878,125,O,1090
878,125,O,1091
878,125,O,1092
878,125,O,1093
878,125,O,1094
878,125,O,1095
878,125,O,1096
878,125,O,1097
878,125,O,1098
878,125,O,1099
878,125,O,1100
878,125,O,1101
878,125,O,1102
878,125,O,1103
878,125,O,1104
878,125,O,1105
878,125,O,1106
878,125,O,1107
878,125,O,1108
878,125,O,1109
878,125,O,1110
878,125,O,1111
878,125,O,1112
878,125,O,1113
878,125,O,1114
878,125,O,1115
878,125,O,1116
878,125,O,1117
878,125,O,1118
878,125,O,1119
878,125,O,1120
878,125,O,1121
878,125,O,1122
878,125,O,1123
878,125,O,1124
878,125,O,1125
878,125,O,1126
878,125,O,1127
878,125,O,1128
878,125,O,1129
878,125,O,1130
878,125,O,1131
878,125,O,1132
878,125,O,1133
878,125,O,1134
878,125,O,1135
878,125,O,1136
878,125,O,1137
878,125,O,1138
878,125,O,1139
878,125,O,1140
878,125,O,1141
878,125,O,1142
878,125,O,1143
878,125,O,1144
878,125,O,1145
878,125,O,1146
878,125,O,1147
878,125,O,1148
878,125,O,1149
878,125,O,1150
878,125,O,1151
878,125,O,1152
878,125,O,1153
878,125,O,1154
878,125,O,1155
878,125,O,1156
878,125,O,1157
878,125,O,1158
878,125,O,1159
878,125,O,1160
878,125,O,1161
878,125,O,1162
878,125,O,1163
878,125,O,1164
878,125,O,1165
878,125,O,1166
878,125,O,1167
878,125,O,1168
878,125,O,1169
878,125,O,1170
878,125,O,1171
878,125,O,1172
878,125,O,1173
878,125,O,1174
878,125,O,1175
878,125,O,1176
878,125,O,1177
878,125,O,1178
878,125,O,1179
878,125,O,1180
878,125,O,1181
878,125,O,1182
878,125,O,1183
878,125,SIGWINCH,1184
878,125,SIGWINCH,1185
878,125,SIGWINCH,1186
878,125,SIGWINCH,1187
878,125,SIGWINCH,1188
878,125,SIGWINCH,1189
878,125,SIGWINCH,1190
878,125,SIGWINCH,1191
878,125,SIGWINCH,1192
878,125,SIGWINCH,1193
878,125,SIGWINCH,1194
878,125,SIGWINCH,1195
878,125,SIGWINCH,1196
878,125,SIGWINCH,1197
878,125,SIGWINCH,1198
878,125,SIGWINCH,1199
878,125,SIGWINCH,1200
878,125,O,1201
878,125,O,1202
878,125,O,1203
878,125,O,1204
878,125,O,1205
878,125,O,1206
878,125,O,1207
878,125,O,1208
878,125,O,1209
878,125,O,1210
878,125,O,1211
878,125,O,1212
878,125,O,1213
878,125,O,1214
878,125,O,1215
878,125,O,1216
878,125,O,1217
878,125,O,1218
878,125,O,1219
878,125,O,1220
878,125,O,1221
878,125,O,1222
878,125,O,1223
878,125,O,1224
878,125,O,1225
878,125,O,1226
878,125,O,1227
878,125,O,1228
878,125,O,1229
878,125,O,1230
878,125,O,1231
878,125,O,1232
878,125,O,1233
878,125,O,1234
878,125,O,1235
878,125,O,1236
878,125,O,1237
878,125,O,1238
878,125,O,1239
878,125,O,1240
878,125,O,1241
878,125,O,1242
878,125,O,1243
878,125,O,1244
878,125,O,1245
878,125,O,1246
878,125,O,1247
878,125,O,1248
878,125,O,1249
878,125,O,1250
878,125,O,1251
878,125,O,1252
878,125,O,1253
878,125,O,1254
878,125,O,1255
878,125,O,1256
878,125,O,1257
878,125,O,1258
878,125,O,1259
878,125,O,1260
878,125,O,1261
878,125,O,1262
878,125,O,1263
878,125,O,1264
878,125,O,1265
878,125,O,1266
878,125,O,1267
878,125,O,1268
878,125,O,1269
878,125,O,1270
878,125,O,1271
878,125,O,1272
878,125,O,1273
878,125,O,1274
878,125,O,1275
878,125,O,1276
878,125,O,1277
878,125,O,1278
878,125,O,1279
878,125,O,1280
878,125,O,1281
878,125,O,1282
878,125,O,1283
878,125,O,1284
878,125,O,1285
878,125,O,1286
878,125,O,1287
878,125,O,1288
878,125,O,1289
878,125,O,1290
878,125,O,1291
878,125,O,1292
878,125,O,1293
878,125,O,1294
878,125,O,1295
878,125,O,1296
878,125,O,1297
878,125,O,1298
878,125,O,1299
878,125,O,1300
878,125,O,1301
878,125,O,1302
878,125,O,1303
878,125,O,1304
878,125,O,1305
878,125,O,1306
878,125,O,1307
878,128,O,1308
878,128,O,1309
878,128,O,1310
878,128,O,1311
878,128,O,1312
878,128,O,1313
878,128,O,1314
878,128,O,1315
878,128,O,1316
878,128,O,1317
878,128,O,1318
878,128,O,1319
878,128,O,1320
878,128,O,1321
878,128,O,1322
878,128,O,1323
878,128,O,1324
878,128,O,1325
878,128,O,1326
878,128,O,1327
878,128,O,1328
878,128,O,1329
878,128,O,1330
878,128,O,1331
878,128,O,1332
878,128,O,1333
878,128,O,1334
878,128,O,1335
878,128,O,1336
878,128,O,1337
878,128,O,1338
878,128,O,1339
878,128,O,1340
878,128,O,1341
878,128,O,1342
878,128,O,1343
878,128,O,1344
878,128,O,1345
878,128,O,1346
878,128,O,1347
878,128,O,1348
878,128,O,1349
878,128,O,1350
878,128,O,1351
878,128,O,1352
878,128,O,1353
878,128,O,1354
878,128,O,1355
878,128,O,1356
878,128,O,1357
878,128,O,1358
878,128,O,1359
878,128,O,1360
878,128,O,1361
878,128,O,1362
878,128,O,1363
878,128,O,1364
878,128,O,1365
878,128,O,1366
878,128,O,1367
878,128,O,1368
878,128,O,1369
878,128,O,1370
878,128,O,1371
878,128,O,1372
878,128,O,1373
878,128,O,1374
878,128,O,1375
878,128,O,1376
878,128,O,1377
878,128,O,1378
878,128,O,1379
878,128,O,1380
878,128,O,1381
878,128,O,1382
878,128,O,1383
878,128,O,1384
878,128,O,1385
878,128,O,1386
878,128,O,1387
878,128,O,1388
878,128,O,1389
878,128,O,1390
878,128,O,1391
878,128,O,1392
878,128,O,1393
878,128,O,1394
878,128,O,1395
878,128,O,1396
878,128,O,1397
878,128,O,1398
878,128,O,1399
878,128,O,1400
878,128,O,1401
878,128,O,1402
878,128,O,1403
878,128,O,1404
878,128,O,1405
878,128,O,1406
878,128,O,1407
878,128,O,1408
878,128,O,1409
878,128,O,1410
878,128,O,1411
878,128,O,1412
878,128,O,1413
878,128,O,1414
878,128,O,1415
878,128,O,1416
878,128,O,1417
878,128,O,1418
878,128,O,1419
878,128,O,1420
878,128,O,1421
878,128,O,1422
878,128,O,1423
878,128,O,1424
878,128,O,1425
878,128,O,1426
878,128,O,1427
878,128,O,1428
878,128,O,1429
878,128,O,1430
878,128,O,1431
878,128,O,1432
878,128,O,1433
878,128,O,1434
878,128,O,1435
878,128,O,1436
878,128,O,1437
878,128,O,1438
878,128,O,1439
878,128,O,1440
878,128,O,1441
878,128,O,1442
878,128,O,1443
878,128,O,1444
878,121,O,1445
878,121,O,1446
878,121,O,1447
878,121,O,1448
878,121,O,1449
878,121,O,1450
878,121,O,1451
878,121,O,1452
878,121,O,1453
878,121,O,1454
878,121,O,1455
878,121,O,1456
878,121,O,1457
878,121,O,1458
878,121,O,1459
878,121,O,1460
878,121,O,1461
878,121,O,1462
878,121,O,1463
878,121,O,1464
878,121,O,1465
878,121,O,1466
878,121,O,1467
878,121,O,1468
878,121,O,1469
878,121,O,1470
878,121,O,1471
878,121,O,1472
878,121,O,1473
878,121,O,1474
878,121,O,1475
878,121,O,1476
878,121,O,1477
878,121,O,1478
878,121,O,1479
878,121,O,1480
878,121,O,1481
878,121,O,1482
878,121,O,1483
878,121,O,1484
878,121,O,1485
878,121,O,1486
878,121,O,1487
878,121,O,1488
878,121,O,1489
878,121,O,1490
878,121,O,1491
878,121,O,1492
878,121,O,1493
878,121,O,1494
878,121,O,1495
878,121,O,1496
878,121,O,1497
878,121,O,1498
878,121,O,1499
878,121,O,1500
878,121,O,1501
878,121,O,1502
878,121,O,1503
878,121,O,1504
878,121,O,1505
878,121,O,1506
878,121,O,1507
878,121,O,1508
878,121,O,1509
878,121,O,1510
878,121,O,1511
878,121,O,1512
878,121,O,1513
878,121,O,1514
878,121,O,1515
878,121,O,1516
878,121,O,1517
878,121,O,1518
878,121,O,1519
878,121,O,1520
878,121,O,1521
878,121,O,1522
878,121,O,1523
878,121,O,1524
878,121,O,1525
878,121,O,1526
878,121,O,1527
878,121,O,1528
878,121,O,1529
878,121,O,1530
878,121,O,1531
878,121,O,1532
878,121,O,1533
878,121,O,1534
878,121,O,1535
878,121,O,1536
878,121,O,1537
878,121,O,1538
878,121,O,1539
878,121,O,1540
878,121,O,1541
878,121,O,1542
878,121,O,1543
878,121,O,1544
878,121,O,1545
878,121,O,1546
878,121,O,1547
878,121,O,1548
878,121,O,1549
878,121,O,1550
878,121,O,1551
878,121,O,1552
878,121,O,1553
878,121,O,1554
878,121,O,1555
878,121,O,1556
878,121,O,1557
878,121,O,1558
878,121,O,1559
878,121,O,1560
878,121,O,1561
878,121,O,1562
878,121,O,1563
878,121,O,1564
878,121,O,1565
878,121,O,1566
878,121,O,1567
878,121,O,1568
878,121,O,1569
878,121,O,1570
878,121,O,1571
878,121,O,1572
878,121,O,1573
878,121,O,1574
878,121,O,1575
878,121,O,1576
878,121,O,1577
878,121,O,1578
878,121,O,1579
878,121,O,1580
878,121,O,1581
878,121,O,1582
878,121,O,1583
878,121,O,1584
878,121,O,1585
878,121,O,1586
878,121,O,1587
878,121,O,1588
878,121,O,1589
878,121,O,1590
878,121,O,1591
878,121,O,1592
878,121,O,1593
878,121,O,1594
878,121,O,1595
878,121,O,1596
878,121,O,1597
878,121,O,1598
878,121,O,1599
878,121,O,1600
878,121,O,1601
878,121,O,1602
878,121,O,1603
878,121,O,1604
878,121,O,1605
878,121,O,1606
878,121,O,1607
878,121,O,1608
878,121,O,1609
878,121,O,1610
878,121,O,1611
878,121,O,1612
878,121,O,1613
878,121,O,1614
878,121,O,1615
878,121,O,1616
878,121,O,1617
878,121,O,1618
878,121,O,1619
878,121,O,1620
878,121,O,1621
878,121,O,1622
878,121,O,1623
878,121,O,1624
878,121,O,1625
878,121,O,1626
878,121,O,1627
878,121,O,1628
878,121,O,1629
878,121,O,1630
878,121,O,1631
878,121,O,1632
878,121,O,1633
878,121,O,1634
878,121,O,1635
878,121,O,1636
878,121,O,1637
878,121,O,1638
878,121,O,1639
878,121,O,1640
878,121,O,1641
878,121,O,1642
878,121,O,1643
878,121,O,1644
878,121,O,1645
878,121,O,1646
878,121,O,1647
878,121,O,1648
878,121,O,1649
878,121,O,1650
878,121,O,1651
878,121,O,1652
